transactionId,basket,totalAmount,orderedBooks,customerType_new,prediction
6823758124,[0],76.8,1,0,0
3668525952,"[3, 3, 4, 3, 3, 5]",72.0,6,1,0
7390368470,"[0, 1, 4, 2, 5, 5, 4, 2, 2]",205.2,9,0,0
3151831584,"[1, 4, 4, 3, 4, 1]",619.1999999999999,6,0,1
4744397132,"[0, 4, 4]",432.0,3,0,1
7382325265,"[4, 3, 4, 0, 3, 0]",540.0,6,0,1
1016927913,"[0, 5, 1, 0, 2, 0, 4, 3]",576.0,8,0,0
5540801501,"[2, 2, 0, 2, 0]",402.0,5,0,0
2482189098,[3],127.2,1,1,1
4440524479,"[4, 5, 0, 2]",240.0,4,0,0
7498076562,"[4, 1, 3, 1, 2, 3]",439.2,6,0,0
6901817729,"[4, 3]",134.4,2,0,1
2007499989,"[0, 3, 2, 5]",331.2,4,0,0
8924202484,"[2, 1, 5]",147.6,3,0,0
5075256667,"[2, 0, 0]",262.8,3,0,0
1927706183,"[5, 0]",184.8,2,0,0
3821644006,"[2, 5, 2, 2, 2]",678.0,5,1,0
7977511887,[0],82.8,1,0,0
5633682991,"[0, 3, 2, 1, 3, 1, 0]",504.0,7,0,0
1196834814,[3],106.8,1,0,0
4727784336,"[3, 5, 5, 3, 0, 2]",511.2,6,0,0
6760616685,"[4, 5, 5]",252.0,3,1,0
2442152227,"[1, 0, 0, 0, 2, 0, 4, 2]",489.6,8,1,0
2527958771,"[1, 1, 3, 2, 4, 4]",360.0,6,1,1
6507227126,"[5, 0]",153.6,2,0,0
6290464301,"[1, 1]",208.8,2,0,1
1707546510,"[3, 2, 4, 4, 4, 4, 4, 4]",585.6,8,1,1
8081157595,"[4, 3]",160.79999999999998,2,1,1
8911020167,"[3, 1]",108.0,2,0,0
1814582392,[1],110.4,1,0,1
6661971790,"[1, 0, 5, 1]",297.6,4,1,0
3802614239,"[1, 0]",60.0,2,0,0
9486512134,"[4, 3, 4, 4]",249.6,4,1,1
4275874964,"[4, 4, 4, 4, 4, 1, 3]",722.4,7,1,1
7690140889,"[3, 3, 4, 4, 3]",276.0,5,0,1
9060682300,"[3, 4, 3, 2]",163.2,4,0,1
8694107210,"[4, 4, 0, 3, 5]",192.0,5,0,0
2098940172,"[3, 0, 4, 1]",288.0,4,0,0
3747519514,"[0, 4, 2, 5, 5, 1]",568.8,6,0,0
3962428219,"[4, 4, 1]",36.0,3,1,0
4011224691,"[3, 2, 0, 0, 3, 3]",237.6,6,1,0
6076531825,"[0, 2, 3, 5]",326.4,4,0,0
2528024959,"[3, 3, 3, 2, 3, 1, 2, 4]",960.0,8,1,1
6451833795,"[5, 0, 2, 2, 2]",390.0,5,0,0
6733299163,"[3, 3, 5, 2, 2]",438.0,5,0,0
9220243887,"[5, 5, 3, 0, 3, 2]",309.6,6,0,0
4052464179,"[3, 4, 4, 4]",336.0,4,0,0
3118559779,"[1, 1, 0, 3, 2, 0]",165.6,6,0,0
2981190743,"[2, 4]",144.0,2,1,1
1841270932,[1],108.0,1,0,0
2507664853,[2],64.8,1,1,0
4376651521,"[3, 3, 4, 4, 4, 3, 4, 0, 3, 0]",756.0,10,0,1
4254309211,[1],109.2,1,1,1
4336765612,"[4, 3, 4, 4, 1, 4, 4, 4, 4, 1, 3]",1795.2,11,1,1
5608839942,[4],70.8,1,0,1
3503692207,"[2, 4, 0, 2]",441.6,4,1,0
5920609388,"[5, 0, 5]",198.0,3,0,0
9703792765,"[4, 1]",81.6,2,1,1
3413663800,"[2, 3, 5, 0, 2, 2, 0, 4]",288.0,8,0,0
4481870352,"[1, 5, 3, 4, 2]",474.0,5,0,0
6750550178,"[2, 5]",86.39999999999999,2,0,0
6741853988,"[0, 4, 1, 2]",336.0,4,0,0
9108771938,"[2, 3, 0, 0, 2, 4, 1, 5, 5, 3]",240.0,10,0,0
8628702965,"[2, 5, 4, 0]",321.6,4,0,0
4984999851,"[4, 3, 4, 4, 4, 4, 4, 2, 4]",475.2,9,0,1
6096503684,[4],91.2,1,1,1
3378091544,"[4, 0, 1, 3, 4, 4, 4, 4]",307.2,8,0,1
6880361716,"[2, 1, 0, 4, 3, 3, 4, 1, 4]",864.0,9,1,1
3021899435,"[3, 5]",79.2,2,0,0
6439281866,"[1, 4, 3]",298.8,3,1,1
7249736860,[0],85.2,1,0,0
1333386973,"[0, 1, 5]",36.0,3,0,0
1668652765,"[4, 0, 1]",226.8,3,0,0
3772416820,"[4, 3, 3]",136.79999999999998,3,0,1
1541588317,[0],49.2,1,0,0
8995423041,"[5, 2, 1, 3, 2]",222.0,5,1,0
1748424337,"[4, 4, 5, 5, 5, 5, 1]",403.2,7,0,0
8793472549,[4],43.2,1,0,0
4657266216,[0],19.2,1,0,0
8839088273,"[0, 5, 0, 0, 1, 3]",525.6,6,0,0
2214620692,"[4, 4, 0, 5, 0, 0, 3]",554.4,7,0,0
5894510507,"[4, 2, 4]",302.4,3,0,1
2110345868,"[5, 4, 2]",86.39999999999999,3,0,0
7415024858,"[0, 4, 1, 4, 3, 1, 2, 3, 4, 0, 2]",356.4,11,0,0
2491664905,[1],66.0,1,1,1
9480700488,"[5, 3, 0, 1]",355.2,4,0,0
3715885995,"[2, 0, 0, 4]",225.6,4,0,0
5069920531,"[4, 4, 3, 4, 4, 2, 4]",680.4,7,0,1
2519442435,"[1, 3, 4]",248.4,3,1,1
7000329562,"[5, 4, 0, 5]",297.6,4,0,0
2473213429,"[4, 5, 4, 4, 2, 2, 1]",537.6,7,1,0
8168975784,"[5, 5, 3, 2]",240.0,4,0,0
9241244564,"[3, 0, 3, 4, 0, 1]",151.2,6,0,0
5519086912,"[1, 0, 1, 4, 1]",60.0,5,1,0
5657911890,"[3, 0]",28.8,2,0,0
1364869815,[2],91.2,1,1,1
4493674186,"[5, 3, 4, 1, 1, 2, 5, 5]",96.0,8,0,0
8574292302,"[1, 3, 3, 4, 4, 0, 4, 2, 4]",604.8,9,0,1
6698218818,"[1, 3, 2]",36.0,3,0,0
6239201102,"[4, 4, 2, 3, 4, 1, 4]",243.6,7,0,1
6111596073,"[2, 3, 5, 5, 5, 4, 4, 1]",825.6,8,0,0
3371532883,"[0, 2, 3, 5, 5, 1, 2, 3]",384.0,8,0,0
6409097932,"[4, 1, 3, 3, 3, 0, 3, 4, 3]",1112.4,9,0,1
3356132324,"[4, 4, 2, 3]",230.4,4,1,0
9622040973,"[3, 4, 5, 1]",129.6,4,0,0
1221781901,"[3, 3, 1]",248.4,3,1,0
3300511043,"[2, 3, 0, 5, 3, 1, 2, 2, 4, 2]",348.0,10,0,0
5338838214,"[5, 3, 4, 1, 0, 3, 2]",722.4,7,0,0
4567990279,"[1, 2]",60.0,2,0,0
2022551999,"[2, 1, 2]",248.4,3,0,0
1454878725,"[4, 0, 1, 2, 1]",366.0,5,0,0
5491652238,[3],100.8,1,0,0
5019901335,"[4, 4, 0, 4]",508.8,4,1,1
2539557376,"[4, 4, 4, 4, 4, 4]",784.8,6,0,1
1850188468,"[0, 0, 1, 2, 3, 5, 1]",428.4,7,0,0
3980755500,"[0, 1, 2, 1]",302.4,4,0,0
8759010808,"[4, 0, 4, 4, 4, 4]",360.0,6,0,1
7588569898,"[4, 4, 4, 3]",340.8,4,0,0
6229128868,"[4, 3, 3, 4, 0]",240.0,5,0,0
2542076728,"[1, 1, 2, 4, 0, 0, 0, 3, 0]",561.6,9,0,0
5760576840,"[2, 4, 0, 1, 4, 5, 4, 4]",624.0,8,0,0
5775448315,"[3, 4, 4, 4, 2, 1]",86.39999999999999,6,0,0
1858974115,"[5, 0, 4, 3, 3]",438.0,5,0,0
4252274334,"[0, 2, 0, 3, 2, 0, 5, 5]",499.2,8,0,0
2635120304,"[1, 0, 4, 5, 0]",60.0,5,0,0
2215494969,"[3, 3, 0, 4]",48.0,4,1,1
6463862202,[1],52.8,1,1,1
1786919818,"[3, 4]",129.6,2,0,0
8349588085,"[5, 1, 0, 1, 3, 4]",511.2,6,0,0
6982256834,"[3, 1, 1]",86.39999999999999,3,0,0
7121686211,"[1, 4, 2]",230.4,3,0,0
5536960622,"[3, 3]",172.79999999999998,2,0,0
7943241790,"[5, 2, 2, 5, 0, 3]",734.4,6,1,0
8469626206,"[5, 2, 1, 5]",408.0,4,1,0
3321067965,[4],48.0,1,0,0
6181561839,"[5, 0, 2, 4, 2, 0, 4, 1, 1]",486.0,9,0,0
9256552645,"[5, 0, 4, 4, 1, 0, 1, 5, 3]",756.0,9,0,0
8596695918,"[2, 0, 0, 4, 4]",150.0,5,0,0
9777914214,[4],94.8,1,0,1
3213842586,"[1, 4, 4, 4, 4, 4, 3, 2, 4, 3, 3]",1504.8,11,1,1
2589610128,"[4, 1, 1, 4, 4, 4]",403.2,6,0,1
7560899831,"[5, 2, 4, 2, 5]",120.0,5,0,0
3262808183,"[2, 4, 0, 0, 4]",276.0,5,0,0
7135884540,"[0, 5, 5, 0, 0, 2]",259.2,6,0,0
5718538908,"[4, 0, 4]",147.6,3,0,0
9363978867,"[4, 4]",180.0,2,0,1
6966078976,[1],93.6,1,1,1
3784544888,"[1, 5, 2, 1, 4, 5, 4]",722.4,7,0,0
9334058136,"[5, 2, 5, 0, 5, 5, 2, 2, 3]",540.0,9,0,0
7936984484,"[0, 2, 0]",61.2,3,0,0
1768745827,"[4, 3, 3, 3, 4, 4]",410.4,6,0,1
9193500058,"[2, 0, 4, 1, 3]",60.0,5,0,0
3829492728,"[2, 3, 1]",367.2,3,1,1
9730300651,"[3, 5, 3, 4, 0, 5, 0, 3, 3]",172.79999999999998,9,0,0
5067227716,"[4, 3, 2, 1, 4]",414.0,5,0,0
6922941641,"[4, 4, 5, 3, 2]",270.0,5,0,0
5942202331,[1],19.2,1,0,0
5347877551,"[5, 3, 2, 5]",249.6,4,0,0
8590096184,"[1, 4, 3, 4, 5]",300.0,5,1,0
1107824478,[1],80.39999999999999,1,0,0
4659035067,"[1, 4, 4, 0]",340.8,4,1,1
5570308032,"[2, 4, 5, 1]",206.4,4,0,0
9772827362,"[3, 5, 0, 1, 2, 4, 4, 0]",633.6,8,0,0
6600262345,"[3, 3, 5, 1]",230.4,4,0,0
9156762980,[4],67.2,1,0,1
8574146111,"[1, 0, 4, 2]",220.8,4,0,0
5333460252,"[4, 4]",228.0,2,0,1
5703442895,"[0, 4, 0]",79.2,3,0,0
1049047010,"[0, 5, 3, 0]",158.4,4,0,0
1856985678,"[0, 5, 4, 1, 2, 0, 1, 5, 0]",237.6,9,0,0
3942814036,[4],145.2,1,0,0
6922681965,"[0, 0, 5, 3, 5, 3, 3]",226.8,7,0,0
3476039282,"[3, 0, 0]",338.4,3,0,1
6962677969,[1],38.4,1,1,0
5410823711,[5],88.8,1,0,0
7348245832,"[4, 2, 4, 4, 4, 2, 4, 0, 4, 0, 3, 3, 4]",1216.8,13,1,1
7636673711,"[3, 1, 3, 2]",230.4,4,0,0
5587884679,"[3, 5, 0, 3, 2, 0, 0, 4]",729.6,8,0,0
1510989400,"[0, 1, 0, 4, 4, 2, 3]",84.0,7,1,0
6164260481,"[5, 0, 3, 5, 2, 3, 4, 0]",144.0,8,1,0
2617934420,[4],103.2,1,0,1
7155555148,"[0, 0]",134.4,2,1,0
5801599649,[2],12.0,1,1,0
8970646218,"[2, 4, 2, 3]",384.0,4,0,0
4464418725,"[1, 3, 2, 1]",393.6,4,0,0
3997678362,[1],44.4,1,1,0
8770427271,"[2, 5, 1, 4, 5]",360.0,5,0,0
4703535995,"[3, 0, 4]",165.6,3,0,1
4367035918,"[5, 2, 4, 0, 4]",84.0,5,0,0
4650529076,"[1, 1, 2, 4]",235.2,4,0,0
9850312164,"[3, 4, 4, 4, 4, 4, 4, 1, 3, 4]",1008.0,10,0,1
5425911495,"[3, 3, 0, 5]",201.6,4,0,0
7601697096,"[2, 2, 3, 0, 5]",498.0,5,0,0
8097218599,"[0, 5, 2, 3, 3, 3]",842.4,6,0,0
7018015139,"[4, 5, 5, 2, 3, 4, 0, 3, 3]",745.1999999999999,9,0,0
7787841252,"[4, 1, 4, 0, 4, 5]",763.1999999999999,6,0,0
4493377800,[4],103.2,1,0,1
7412879188,"[3, 5, 5, 5, 1, 0]",410.4,6,0,0
3252431765,"[5, 5, 3, 3, 5]",288.0,5,0,0
5330221378,"[4, 4, 3, 3, 0, 3, 3, 2, 5, 5]",420.0,10,0,0
9897857840,"[1, 5, 0, 5]",475.2,4,0,0
1828675701,"[4, 1, 2, 2, 4, 4, 2, 0]",508.8,8,0,0
4516502840,"[2, 4, 4, 2, 5, 3, 0]",445.2,7,0,0
6186130639,"[3, 3, 1, 4, 0, 4, 3, 4, 4, 2]",696.0,10,1,1
1263577159,"[4, 2, 3, 3, 4]",282.0,5,0,1
5211908864,"[0, 2]",187.2,2,0,1
6030140860,"[3, 0]",96.0,2,0,0
9866079503,"[2, 2, 1, 4]",345.6,4,0,0
7853071990,"[2, 0]",100.8,2,0,0
9925055445,"[4, 3, 3, 3, 3, 0, 2, 4]",691.1999999999999,8,0,1
5690084535,"[5, 2, 3, 3, 4, 4, 1]",352.8,7,0,0
5908107010,"[5, 1, 4]",277.2,3,1,0
4326896607,"[3, 3, 0]",252.0,3,0,0
5191477838,[0],82.8,1,0,0
8519515928,"[1, 5, 1, 1, 3]",156.0,5,0,0
2220049197,[1],62.4,1,0,0
2790311229,"[2, 5, 0, 5]",196.8,4,0,0
6914035840,"[4, 2, 5, 1, 0, 0]",266.4,6,0,0
1561512091,"[4, 4]",98.4,2,0,0
7563681428,"[3, 3, 3]",309.6,3,0,1
4365887609,"[0, 3, 3, 0, 5, 4, 3, 0, 3]",1101.6,9,0,0
2684252013,"[0, 5, 1, 3, 0, 0]",460.8,6,0,0
7323744798,[0],75.6,1,1,1
8143742092,"[2, 2, 3, 1, 3, 2, 0, 1]",249.6,8,0,0
3700245937,"[4, 5, 0, 0, 4, 2, 3, 0]",748.8,8,1,0
9076731531,"[4, 2, 2, 1, 3]",552.0,5,0,0
6792500782,"[3, 5, 5, 0, 0, 0, 5, 3, 0]",842.4,9,0,0
2584826645,"[5, 5, 2, 2, 1, 2, 3, 1, 2]",118.8,9,1,0
9205541553,[3],88.8,1,1,1
2001400746,"[2, 4, 5, 0]",48.0,4,1,0
8388343195,"[4, 4]",216.0,2,1,1
5397655015,"[1, 1, 4, 2, 1]",228.0,5,0,0
7474798389,"[0, 1, 2, 0, 5, 4, 5]",1150.8,7,1,0
9465473783,"[3, 1, 0, 2, 1]",246.0,5,0,0
7082249549,"[1, 5, 0, 2, 2, 5, 4, 0]",460.8,8,0,0
1683654838,"[0, 3, 2, 5]",192.0,4,0,0
8042588012,"[4, 4, 3]",198.0,3,0,1
4539858776,"[0, 2]",165.6,2,0,0
2706385965,"[0, 2, 5, 1, 1, 0, 4, 1, 1, 0, 0]",462.0,11,0,0
8307524439,"[1, 3, 4, 2, 4, 0, 0]",369.6,7,0,0
5357115657,[1],120.0,1,1,1
8818361687,"[3, 4, 3, 5, 1]",582.0,5,1,0
9404120811,"[4, 1, 1]",205.2,3,0,0
1705325385,"[4, 5, 4]",252.0,3,0,0
6968732842,"[0, 0, 3, 1, 5, 3, 4, 2]",1036.8,8,0,0
2218236119,"[1, 1, 2, 3, 2, 2]",144.0,6,0,0
2329281759,"[1, 1, 1, 1, 4, 3]",381.6,6,0,0
4476299004,"[1, 5, 4]",54.0,3,0,0
8558669843,"[0, 3, 2, 0, 1]",450.0,5,1,0
9995711482,"[5, 5]",170.4,2,0,0
7574306534,"[0, 0]",252.0,2,1,0
6656127269,[3],124.8,1,1,1
4859954704,"[1, 5, 0]",313.2,3,0,0
3527844409,"[1, 0, 5, 2]",244.8,4,0,0
4231685517,"[4, 4, 1, 4, 0, 0, 4, 5, 3]",907.2,9,1,0
5603511044,"[2, 3, 2, 5, 4]",282.0,5,0,0
4176950326,"[1, 3, 1, 1, 1, 4]",381.6,6,0,0
7895063673,"[1, 3, 1, 0, 2, 0, 1, 5]",777.6,8,0,0
7917849401,[0],12.0,1,0,0
5412215929,"[1, 3, 0, 1]",302.4,4,0,0
1683115654,"[5, 0, 0, 4, 4, 2, 2, 3, 2, 4]",1068.0,10,0,0
3347915144,"[3, 5, 1, 5]",456.0,4,1,0
8596373906,"[3, 3, 1]",144.0,3,1,0
1398671136,"[2, 3, 1, 4]",264.0,4,0,0
1298803425,"[4, 1, 3, 3]",355.2,4,0,0
9935450096,"[3, 0, 5, 1]",720.0,4,1,0
5397603784,[2],103.2,1,0,0
1640114290,"[2, 0, 3, 3, 5, 2, 2]",84.0,7,0,0
9131465674,"[5, 2, 5, 2, 1, 0]",496.8,6,0,0
7599100394,"[4, 0, 4, 4]",456.0,4,1,1
2828286552,"[0, 2, 0, 2]",72.0,4,0,0
8869227476,"[5, 5, 4, 0]",408.0,4,0,0
4275077997,[3],111.6,1,1,1
7440994127,"[1, 4, 3, 3, 5]",60.0,5,0,0
1657591419,"[0, 1]",151.2,2,1,0
1658836271,"[2, 3, 1, 3, 2, 4, 5, 2]",604.8,8,1,0
1833256565,"[3, 3, 3, 2, 3, 4]",237.6,6,0,1
9120540593,"[5, 1, 5, 1, 4, 1, 3, 5, 0]",529.1999999999999,9,0,0
2757440972,[1],124.8,1,0,0
7982022957,"[0, 5]",96.0,2,0,0
8600180210,[3],90.0,1,0,1
6504181627,"[3, 4, 2, 4, 1]",60.0,5,1,1
5353867485,"[1, 2, 1, 0, 2, 1]",280.8,6,0,0
3665600849,[1],54.0,1,0,0
5185743631,"[4, 3, 1, 0, 3, 4, 4, 3, 1]",356.4,9,0,1
2158939786,[4],142.79999999999998,1,1,1
6904026585,"[3, 4]",204.0,2,1,1
7163523438,"[5, 0, 0]",194.4,3,0,0
1000916377,"[4, 4, 4, 4, 4, 4, 4]",310.8,7,0,1
6073714737,"[2, 5]",230.4,2,1,0
4057306012,[3],58.8,1,0,0
9756889479,"[2, 2]",122.4,2,0,0
2046518619,"[3, 4, 5, 3, 5]",162.0,5,1,0
8974571097,"[4, 3]",72.0,2,1,1
8210845096,[4],105.6,1,1,1
4414092325,"[0, 5, 2, 1]",120.0,4,0,0
2408442696,"[0, 2]",24.0,2,0,0
4364306345,"[3, 3]",110.4,2,0,0
3017670808,[1],78.0,1,0,0
3931624127,"[3, 4, 4]",82.8,3,0,0
9085631170,"[4, 3, 0, 4, 4]",462.0,5,1,1
5899810299,"[4, 3, 3, 4, 3]",360.0,5,0,1
6103410609,"[0, 2, 5, 5, 4, 3]",475.2,6,0,0
2534121821,"[4, 4, 4, 3, 0]",414.0,5,1,1
7933585263,"[3, 0, 3, 4]",446.4,4,1,1
8576692205,"[4, 3, 4, 4, 0, 4, 5]",142.79999999999998,7,0,0
9470948369,"[0, 1, 5, 5, 0, 1]",417.6,6,0,0
9530421636,"[5, 0, 4, 3, 1, 1]",489.6,6,0,0
4930961943,[5],98.4,1,0,0
4641249829,[2],12.0,1,0,0
4653476869,"[4, 3, 4, 1, 1, 2, 5]",386.4,7,0,0
9253459707,"[0, 1, 4]",133.2,3,0,0
1210566632,"[0, 4, 1, 4, 0]",342.0,5,1,1
6339338832,"[5, 1, 5, 1, 1, 4]",748.8,6,0,0
4751062363,"[3, 4, 1, 2, 4]",222.0,5,0,0
7021750933,"[3, 4, 4, 4, 4, 4, 3]",420.0,7,1,1
4413211389,"[4, 0, 0, 3]",374.4,4,0,0
1857495667,"[2, 0, 3, 5]",441.6,4,0,0
4272905302,"[1, 2, 2, 0]",57.6,4,0,0
7537819312,[2],114.0,1,0,1
7658203340,"[1, 2, 4, 3, 0, 3, 0, 1]",249.6,8,0,0
6652732751,"[5, 1, 4, 3]",182.4,4,0,0
1240426723,"[0, 1, 1, 2, 1, 5]",604.8,6,0,0
8883412086,"[5, 3, 2, 3, 5, 3, 3]",210.0,7,0,0
8836275442,"[4, 4, 0, 1, 4, 4, 4]",924.0,7,1,1
9935927931,"[2, 4, 2, 4, 3, 0, 0, 4]",393.6,8,0,0
2937901788,"[4, 4, 4, 4, 3, 4, 4]",168.0,7,0,1
4585629466,"[4, 0, 2, 4, 3, 4, 0]",394.8,7,0,1
5491773905,"[5, 4]",120.0,2,1,0
8744084776,"[2, 0, 0, 3, 1, 4, 2, 3]",432.0,8,1,0
3130870737,"[3, 3, 3, 4]",345.6,4,1,1
2422008670,"[1, 5, 4, 4, 1, 1, 5]",588.0,7,0,0
2089104179,"[5, 5, 0, 0, 0, 2, 1, 0, 0]",1123.2,9,0,0
1394014964,"[2, 2, 4, 2, 2, 3]",691.1999999999999,6,0,0
2788673612,"[1, 4, 0, 4, 3, 4, 2, 1, 1, 4, 4, 4]",1915.2,12,1,1
2677582757,"[3, 3, 3, 2, 1, 0]",331.2,6,0,0
9849201646,"[4, 4, 3, 4, 4, 3, 3]",369.6,7,0,1
9011885580,"[1, 4, 5, 2, 0]",300.0,5,0,0
1664618646,"[3, 2, 4, 2, 3]",144.0,5,1,1
2234683444,[0],78.0,1,0,1
5710760267,"[2, 2, 2]",198.0,3,0,0
6350697953,"[0, 2, 1, 4]",268.8,4,0,0
4366596417,"[3, 3, 3, 4, 4]",588.0,5,0,1
3855318221,"[1, 1, 5, 1, 1, 3, 0, 4]",230.4,8,0,0
1622770375,"[1, 0, 5, 5, 2, 0]",309.6,6,0,0
3965189637,"[0, 4, 2, 5, 5, 0]",338.4,6,0,0
2842920260,"[2, 5, 5, 0, 4, 3]",496.8,6,1,0
5631533966,"[2, 5, 3]",115.2,3,0,0
9275630294,[1],66.0,1,0,0
3383019290,"[4, 0, 4, 4, 3, 3, 4]",554.4,7,0,1
4791937763,"[4, 1, 4, 3, 1, 3]",806.4,6,0,1
7515369105,"[4, 4, 0, 4]",206.4,4,1,1
1769191412,[1],129.6,1,0,0
7736848275,[5],43.2,1,0,0
9162651686,"[0, 3, 4, 4, 1, 1, 2, 3]",988.8,8,0,1
8784289458,[4],108.0,1,1,1
7034347150,"[4, 4, 5]",39.6,3,1,0
8690624143,[1],32.4,1,0,0
7320427210,"[5, 0, 4, 3, 1, 4]",72.0,6,0,0
4996516683,"[5, 3, 1]",342.0,3,1,0
4702709388,"[4, 2, 0]",205.2,3,1,1
4021663728,"[4, 1, 0, 0]",124.8,4,0,0
6187826258,"[2, 5, 2, 5]",518.4,4,1,0
3550664142,[4],22.8,1,0,0
8358034108,"[3, 4, 4, 3, 3, 4]",396.0,6,0,1
2136797429,"[2, 4, 1, 4, 2, 3, 4, 0, 4]",723.6,9,1,1
4405294043,"[4, 4]",115.2,2,0,1
5737555428,"[1, 3, 3, 4, 4]",306.0,5,0,1
5907011908,"[4, 3, 1, 4, 4]",618.0,5,1,1
9252853036,"[3, 3, 4, 0, 0]",426.0,5,0,1
2320239450,"[5, 2, 0, 5]",508.8,4,1,0
5785438631,[2],67.2,1,0,0
4515992451,"[3, 0, 5, 4, 5, 0, 2]",546.0,7,0,0
2477480585,"[1, 5, 2, 0]",244.8,4,0,0
8279618434,"[0, 3, 4, 4]",451.2,4,1,1
2928479115,"[5, 0, 1]",259.2,3,0,0
4887508178,"[5, 4, 5, 4, 0, 2, 3]",294.0,7,0,0
8202005522,"[0, 3, 0, 3, 3]",570.0,5,0,0
6769068848,"[2, 0, 3, 1]",100.8,4,1,0
5479139062,[3],33.6,1,1,1
2722118077,[2],97.2,1,0,0
9597361865,"[1, 0]",220.8,2,0,0
2539015188,"[3, 0, 0, 2, 3, 5, 3, 3, 3, 2, 4, 5]",835.1999999999999,12,0,0
5237221163,"[3, 3, 0, 4]",48.0,4,0,0
1759704633,"[3, 0, 4, 1, 3, 0]",230.4,6,0,0
1353779835,"[4, 3, 3, 0]",254.4,4,1,1
6225571561,"[0, 4]",177.6,2,0,0
8170071458,[2],63.6,1,0,0
3772790830,"[1, 4, 3, 3, 0]",234.0,5,0,0
2626565347,[1],45.6,1,0,0
7867259697,"[3, 0, 0, 4, 1, 4]",72.0,6,1,0
8829940525,[1],105.6,1,1,0
1903981337,[1],12.0,1,0,0
1465553242,"[3, 4, 3, 2, 3]",510.0,5,1,1
5219824014,"[2, 0, 1, 2, 4, 1, 5, 1, 0]",108.0,9,1,0
5086907557,"[5, 2, 0, 4, 1, 3, 2, 4, 2, 0, 3, 1]",302.4,12,0,0
1985414431,"[5, 4, 4, 4]",196.8,4,1,0
2935903658,[4],51.6,1,0,0
7774928747,"[0, 5, 1, 1, 4]",342.0,5,0,0
5338557457,[1],133.2,1,1,1
5411513482,"[4, 1, 4, 2]",206.4,4,0,1
6620326302,"[3, 5, 2]",151.2,3,0,0
6219117565,"[3, 5, 3, 4, 4, 5, 0, 2]",796.8,8,0,0
4262571745,"[1, 2]",225.6,2,1,1
1551750558,"[4, 0, 4, 4]",72.0,4,1,1
8086025184,"[4, 4, 0, 0, 2, 3, 3, 3]",816.0,8,0,1
9565233965,"[4, 4, 4, 4, 0, 1, 4, 4]",652.8,8,1,1
4869158228,"[4, 4, 4, 1, 1, 4]",640.8,6,1,1
8143924510,[4],106.8,1,0,0
5098963278,"[1, 0, 5]",57.6,3,0,0
6254618239,"[1, 3, 5, 5, 4]",240.0,5,0,0
4184407491,"[3, 3]",127.2,2,1,1
8361987574,"[2, 4, 1, 1, 2]",366.0,5,0,0
2634443868,"[5, 5, 2, 0, 0]",270.0,5,0,0
1123791110,"[0, 3, 2, 3, 2, 4, 3, 1, 2, 5]",768.0,10,0,0
7146698171,"[1, 4, 0, 2]",48.0,4,0,0
6897256138,"[4, 0, 5, 1, 1, 0]",72.0,6,0,0
1005513455,"[5, 0, 4, 0, 1, 3, 3, 1]",441.6,8,0,0
4365092689,"[3, 3, 4, 4, 4, 4]",403.2,6,0,1
7510839085,[3],90.0,1,1,1
3694512898,"[5, 1, 2, 4, 2, 5]",381.6,6,0,0
2313375607,"[1, 4, 3, 4, 1, 3, 2, 3, 4, 1]",1296.0,10,1,1
5613412447,[4],22.8,1,0,0
3275997620,"[0, 2, 4, 2, 0]",462.0,5,0,0
8189331455,"[2, 3]",124.8,2,0,1
6142587611,[4],141.6,1,0,1
8958683996,"[0, 2, 0, 0, 1, 2, 0, 0]",288.0,8,0,0
9927089649,"[5, 4, 4, 3, 2, 3, 0]",1016.4,7,0,0
9803430361,[2],73.2,1,0,0
6966565665,[4],152.4,1,1,1
3119548426,"[4, 0, 1, 4, 4, 4]",172.79999999999998,6,0,1
9993797231,"[4, 3, 3, 4, 3, 2, 4, 1, 4, 3, 0, 0, 4]",1060.8,13,0,1
1691673863,"[3, 0, 4, 4]",105.6,4,1,1
5242143581,"[5, 2, 1]",291.6,3,0,0
5133114036,"[1, 4, 2]",97.2,3,0,0
9230140322,[2],12.0,1,1,0
7699385486,"[4, 1]",108.0,2,0,0
3874592781,"[5, 5, 4, 0, 5]",276.0,5,1,0
6403949755,"[0, 4, 4]",93.6,3,0,0
9817685688,[4],75.6,1,0,0
2155341560,"[4, 0, 3, 4, 4, 0, 4]",285.6,7,1,1
1963074718,"[2, 2]",24.0,2,1,0
7165139625,"[4, 1]",192.0,2,0,1
6294666834,"[2, 3, 4, 4, 2, 4, 4]",663.6,7,0,1
5638931451,[1],105.6,1,1,0
6773736498,"[3, 3, 3, 4, 4, 4]",547.1999999999999,6,1,1
6176517654,"[3, 4, 3]",118.8,3,1,1
9714776673,"[3, 4, 4, 4, 3]",330.0,5,0,1
5078994370,"[4, 4, 4, 4, 1]",276.0,5,1,1
5771995725,"[4, 4, 0]",36.0,3,1,0
6478581255,"[3, 4, 4, 3]",307.2,4,0,1
4476061391,"[2, 0, 4]",291.6,3,0,1
7779658370,[1],61.2,1,0,0
6262908787,"[4, 4]",84.0,2,1,0
3199428403,"[4, 5]",228.0,2,0,0
9440748859,[4],103.2,1,0,1
6837346789,"[1, 4, 3]",133.2,3,0,1
9237920039,"[5, 5, 4, 0]",115.2,4,1,0
